Seller,offerType,Price,vehicleType,Registration_Year,gearbox,HorsePower,kilometer,fuelType,NotRepairedDamaged,RiskLevel
Private,Customer Offer,999,Station Wagon,2002,Automatic,200,150000,Gasoline,Yes,Medium
Private,Customer Offer,999,Compact Car,1999,Manual,68,150000,Gasoline,No,High
Private,Customer Offer,500,Limousine,1997,Manual,101,150000,Gasoline,Unknown,High
Private,Customer Offer,799,Unknown,2000,Unknown,136,150000,Unknown,Unknown,High
Private,Customer Offer,850,Limousine,1998,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,3470,Station Wagon,2002,Manual,143,150000,Diesel,No,Medium
Private,Customer Offer,9999,Station Wagon,2005,Manual,150,80000,Gasoline,Yes,Medium
Private,Customer Offer,6000,Limousine,2006,Automatic,177,150000,Diesel,No,Medium
Private,Customer Offer,900,Station Wagon,2001,Automatic,150,150000,CNG,No,Medium
Private,Customer Offer,500,Compact Car,2000,Manual,135,150000,Gasoline,No,High
Private,Customer Offer,2000,Compact Car,2005,Manual,54,150000,Gasoline,No,Medium
Private,Customer Offer,7200,Limousine,2005,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,7400,Station Wagon,2010,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,4450,Compact Car,2009,Manual,68,50000,Gasoline,No,Medium
Private,Customer Offer,2990,Limousine,1999,Automatic,125,150000,Gasoline,No,High
Private,Customer Offer,4470,Bus,2004,Automatic,116,150000,Diesel,No,Medium
Private,Customer Offer,3500,Limousine,1999,Automatic,179,150000,Diesel,No,High
Private,Customer Offer,5899,Limousine,2003,Manual,192,150000,Gasoline,No,Medium
Private,Customer Offer,3750,Station Wagon,2006,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,5000,Limousine,2009,Manual,80,100000,Gasoline,Yes,Medium
Private,Customer Offer,1800,Compact Car,2002,Manual,50,90000,Gasoline,No,Medium
Private,Customer Offer,5900,Station Wagon,2009,Manual,110,150000,Diesel,No,Medium
Private,Customer Offer,5000,Unknown,2005,Unknown,150,150000,Unknown,Yes,Medium
Private,Customer Offer,1800,Convertible,2001,Manual,61,80000,Gasoline,No,Medium
Private,Customer Offer,3699,Compact Car,2008,Manual,69,150000,Gasoline,No,Medium
Private,Customer Offer,4500,Compact Car,2002,Automatic,116,125000,LPG,No,Medium
Private,Customer Offer,15500,Limousine,2010,Automatic,184,125000,Diesel,Unknown,Medium
Private,Customer Offer,4500,Bus,2005,Manual,140,150000,LPG,No,Medium
Private,Customer Offer,33800,Coupe,2014,Automatic,224,70000,Gasoline,No,Low
Private,Customer Offer,1500,Station Wagon,1997,Automatic,279,150000,Gasoline,No,High
Private,Customer Offer,720,Compact Car,2001,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,21000,SUV,2011,Automatic,150,90000,Unknown,No,Low
Private,Customer Offer,2400,Limousine,2000,Manual,131,150000,Gasoline,No,High
Private,Customer Offer,1750,Station Wagon,1999,Automatic,197,30000,Diesel,No,High
Private,Customer Offer,1200,Unknown,2018,Manual,107,150000,Gasoline,No,Low
Private,Customer Offer,4321,Unknown,1995,Automatic,192,150000,Gasoline,No,High
Private,Customer Offer,3300,Limousine,2002,Manual,75,100000,Gasoline,No,Medium
Private,Customer Offer,800,Limousine,2002,Manual,75,150000,Diesel,No,Medium
Private,Customer Offer,500,Compact Car,2001,Manual,125,150000,Gasoline,Yes,Medium
Private,Customer Offer,500,Compact Car,1998,Manual,45,150000,Gasoline,No,High
Private,Customer Offer,9480,Limousine,2004,Automatic,218,150000,Diesel,No,Medium
Private,Customer Offer,8700,SUV,2004,Automatic,204,150000,Diesel,Unknown,Medium
Private,Customer Offer,890,Station Wagon,2002,Manual,141,150000,Gasoline,No,Medium
Private,Customer Offer,1500,Station Wagon,2002,Manual,136,150000,Diesel,Unknown,Medium
Private,Customer Offer,12900,Coupe,2009,Automatic,170,150000,Diesel,Yes,Medium
Private,Customer Offer,5222,Bus,2009,Manual,68,100000,Diesel,No,Medium
Private,Customer Offer,1649,Unknown,2017,Manual,125,150000,Unknown,No,Low
Private,Customer Offer,15500,Convertible,2010,Manual,143,90000,Diesel,No,Medium
Private,Customer Offer,3200,Station Wagon,2006,Manual,116,150000,Diesel,Yes,Medium
Private,Customer Offer,1490,Unknown,2017,Manual,90,150000,Unknown,No,Low
Private,Customer Offer,3300,Unknown,2017,Manual,110,150000,Diesel,Unknown,Low
Private,Customer Offer,2999,Compact Car,2003,Manual,65,60000,Gasoline,No,Medium
Private,Customer Offer,900,Compact Car,2001,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,15950,Limousine,2007,Automatic,177,150000,Diesel,No,Medium
Private,Customer Offer,5990,SUV,2006,Manual,86,150000,Gasoline,No,Medium
Private,Customer Offer,800,Limousine,1998,Manual,54,150000,Gasoline,No,High
Private,Customer Offer,2499,Limousine,2001,Manual,115,150000,Gasoline,No,Medium
Private,Customer Offer,8499,Compact Car,2009,Manual,120,100000,Gasoline,No,Medium
Private,Customer Offer,3500,Limousine,2003,Manual,147,150000,Gasoline,Unknown,Medium
Private,Customer Offer,33500,Coupe,2015,Manual,317,10000,Gasoline,No,Low
Private,Customer Offer,5500,Other,1997,Manual,79,150000,Diesel,No,High
Private,Customer Offer,3400,Convertible,2003,Manual,110,150000,Gasoline,No,Medium
Private,Customer Offer,6280,Convertible,2005,Manual,116,150000,Gasoline,Yes,Medium
Private,Customer Offer,500,Compact Car,2003,Manual,58,125000,Gasoline,Yes,Medium
Private,Customer Offer,1399,Limousine,1999,Manual,90,150000,Diesel,No,High
Private,Customer Offer,7500,Bus,2006,Unknown,109,125000,Unknown,No,Medium
Private,Customer Offer,4500,Convertible,1993,Manual,160,150000,Unknown,Yes,High
Private,Customer Offer,18900,Coupe,1989,Automatic,275,50000,Gasoline,No,High
Private,Customer Offer,7750,Compact Car,2013,Manual,68,5000,Gasoline,No,Low
Private,Customer Offer,5950,Bus,1997,Manual,102,150000,Diesel,Unknown,High
Private,Customer Offer,550,Compact Car,2001,Manual,60,150000,Gasoline,No,Medium
Private,Customer Offer,1400,Station Wagon,2002,Manual,121,150000,Unknown,Yes,Medium
Private,Customer Offer,7100,Compact Car,2011,Manual,60,70000,Gasoline,No,Low
Private,Customer Offer,2800,Limousine,1988,Manual,132,150000,Gasoline,No,High
Private,Customer Offer,6500,SUV,2004,Automatic,150,150000,Diesel,No,Medium
Private,Customer Offer,8499,Unknown,2006,Manual,200,125000,Diesel,Unknown,Medium
Private,Customer Offer,14900,Limousine,2009,Automatic,140,60000,Diesel,No,Medium
Private,Customer Offer,999,Unknown,2018,Manual,75,150000,Unknown,Yes,Low
Private,Customer Offer,5500,Convertible,2002,Manual,110,70000,Gasoline,No,Medium
Private,Customer Offer,8200,SUV,2008,Manual,150,150000,Diesel,No,Medium
Private,Customer Offer,10700,Limousine,2005,Automatic,224,150000,Diesel,No,Medium
Private,Customer Offer,1599,Limousine,1999,Manual,55,150000,Gasoline,No,High
Private,Customer Offer,3200,SUV,2001,Automatic,193,150000,Gasoline,No,Medium
Private,Customer Offer,900,Unknown,2016,Manual,50,90000,Unknown,Unknown,Low
Private,Customer Offer,2500,Station Wagon,2000,Automatic,125,150000,Gasoline,No,High
Private,Customer Offer,2222,Convertible,1999,Manual,131,150000,Gasoline,No,High
Private,Customer Offer,890,Compact Car,1999,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,2499,Compact Car,2006,Manual,60,125000,Gasoline,No,Medium
Private,Customer Offer,2200,Limousine,2001,Manual,105,150000,Gasoline,Yes,Medium
Private,Customer Offer,3400,Limousine,2001,Manual,101,125000,Diesel,No,Medium
Private,Customer Offer,8800,Coupe,1978,Automatic,185,150000,Gasoline,No,High
Private,Customer Offer,9899,Limousine,2003,Automatic,192,125000,Gasoline,Unknown,Medium
Private,Customer Offer,1250,Limousine,1999,Manual,75,150000,Gasoline,Unknown,High
Private,Customer Offer,700,Station Wagon,1990,Manual,136,150000,Gasoline,Unknown,High
Private,Customer Offer,550,Limousine,2002,Manual,131,150000,Gasoline,Unknown,Medium
Private,Customer Offer,11400,SUV,2012,Manual,110,125000,Diesel,No,Low
Private,Customer Offer,1980,Coupe,1994,Manual,116,150000,Gasoline,Yes,High
Private,Customer Offer,8798,SUV,2004,Automatic,222,150000,Gasoline,No,Medium
Private,Customer Offer,1250,Limousine,1992,Manual,90,60000,Gasoline,No,High
Private,Customer Offer,7500,Bus,2000,Manual,102,150000,Diesel,No,High
Private,Customer Offer,1750,Limousine,2002,Automatic,95,125000,Gasoline,No,Medium
Private,Customer Offer,2150,Limousine,1999,Manual,90,150000,Diesel,Unknown,High
Private,Customer Offer,10500,Limousine,2011,Manual,105,100000,Diesel,No,Low
Private,Customer Offer,4950,Station Wagon,2008,Manual,110,150000,Diesel,No,Medium
Private,Customer Offer,2200,Station Wagon,2005,Manual,102,150000,Gasoline,No,Medium
Private,Customer Offer,12900,SUV,2009,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,2999,Limousine,2002,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,2290,Convertible,1995,Automatic,90,150000,Gasoline,No,High
Private,Customer Offer,1800,Station Wagon,2000,Manual,101,150000,Unknown,No,High
Private,Customer Offer,1350,Convertible,1998,Manual,125,150000,Gasoline,Unknown,High
Private,Customer Offer,4300,Convertible,1999,Automatic,218,150000,Gasoline,No,High
Private,Customer Offer,650,Compact Car,1999,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,16900,Station Wagon,2015,Manual,110,10000,Gasoline,No,Low
Private,Customer Offer,10400,SUV,2006,Manual,121,80000,Gasoline,No,Medium
Private,Customer Offer,3800,Limousine,2009,Manual,68,60000,Gasoline,No,Medium
Private,Customer Offer,2100,Compact Car,2004,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,1999,Limousine,2003,Automatic,102,150000,Gasoline,No,Medium
Private,Customer Offer,7900,Station Wagon,2005,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,2899,Compact Car,2006,Manual,88,150000,Gasoline,No,Medium
Private,Customer Offer,850,Compact Car,2002,Manual,60,150000,Gasoline,No,Medium
Private,Customer Offer,8499,Limousine,2010,Manual,101,80000,Gasoline,No,Medium
Private,Customer Offer,16500,Convertible,2011,Manual,143,70000,Gasoline,No,Low
Private,Customer Offer,2450,Limousine,2004,Manual,116,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2200,Compact Car,2002,Unknown,54,125000,Gasoline,No,Medium
Private,Customer Offer,575,Compact Car,2001,Manual,84,150000,Gasoline,Yes,Medium
Private,Customer Offer,1950,Station Wagon,1998,Automatic,116,150000,Gasoline,No,High
Private,Customer Offer,8990,Limousine,2007,Manual,143,125000,Diesel,No,Medium
Private,Customer Offer,9500,Limousine,2010,Manual,105,125000,Diesel,No,Medium
Private,Customer Offer,4500,Bus,2008,Manual,136,150000,Diesel,No,Medium
Private,Customer Offer,2200,Unknown,2016,Manual,118,150000,Diesel,Unknown,Low
Private,Customer Offer,16900,Coupe,2008,Manual,265,150000,Gasoline,No,Medium
Private,Customer Offer,14000,Limousine,2008,Automatic,177,125000,Diesel,No,Medium
Private,Customer Offer,15500,Coupe,2007,Automatic,379,150000,Diesel,No,Medium
Private,Customer Offer,3500,Limousine,2004,Manual,98,125000,Gasoline,Unknown,Medium
Private,Customer Offer,2000,Convertible,2001,Unknown,41,150000,Diesel,Yes,Medium
Private,Customer Offer,7199,Bus,2004,Manual,140,150000,Unknown,No,Medium
Private,Customer Offer,6000,Station Wagon,2006,Automatic,140,150000,Diesel,Yes,Medium
Private,Customer Offer,5900,Compact Car,2008,Manual,69,150000,Diesel,No,Medium
Private,Customer Offer,500,Compact Car,1999,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,15000,Unknown,1985,Manual,112,150000,Gasoline,Unknown,High
Private,Customer Offer,23990,Station Wagon,2010,Automatic,190,80000,Diesel,No,Medium
Private,Customer Offer,3000,Compact Car,2002,Automatic,55,90000,LPG,Unknown,Medium
Private,Customer Offer,750,Compact Car,1990,Manual,90,150000,Gasoline,Yes,High
Private,Customer Offer,8200,SUV,2011,Manual,110,150000,Diesel,No,Low
Private,Customer Offer,17999,Limousine,2013,Manual,116,70000,Diesel,No,Low
Private,Customer Offer,11500,Unknown,2017,Manual,175,125000,Diesel,Unknown,Low
Private,Customer Offer,2100,Compact Car,2003,Manual,64,150000,Gasoline,No,Medium
Private,Customer Offer,600,Compact Car,1999,Manual,58,150000,Gasoline,Yes,High
Private,Customer Offer,2100,Station Wagon,2005,Manual,113,150000,Gasoline,No,Medium
Private,Customer Offer,9150,Station Wagon,2005,Manual,200,150000,Unknown,Unknown,Medium
Private,Customer Offer,12490,Limousine,1978,Automatic,224,150000,Gasoline,No,High
Private,Customer Offer,10200,Station Wagon,2008,Manual,177,150000,Diesel,No,Medium
Private,Customer Offer,6990,Compact Car,2012,Automatic,71,30000,Gasoline,No,Low
Private,Customer Offer,2400,Coupe,1983,Manual,50,5000,Gasoline,No,High
Private,Customer Offer,1650,Bus,2000,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,2500,Coupe,2001,Manual,170,150000,Gasoline,Yes,Medium
Private,Customer Offer,1599,Limousine,1976,Manual,60,30000,Gasoline,No,High
Private,Customer Offer,7199,Compact Car,2009,Manual,125,90000,Gasoline,No,Medium
Private,Customer Offer,1400,Limousine,2005,Manual,59,100000,Gasoline,Yes,Medium
Private,Customer Offer,1199,Unknown,2017,Automatic,192,150000,Unknown,No,Low
Private,Customer Offer,10000,Convertible,2003,Automatic,343,150000,Gasoline,No,Medium
Private,Customer Offer,25500,Limousine,2013,Automatic,184,60000,Diesel,No,Low
Private,Customer Offer,5200,Station Wagon,2006,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,500,Compact Car,1993,Manual,45,150000,Gasoline,No,High
Private,Customer Offer,24800,Limousine,2014,Manual,150,30000,Gasoline,No,Low
Private,Customer Offer,3950,Compact Car,2007,Manual,55,150000,Gasoline,No,Medium
Private,Customer Offer,1100,Limousine,1995,Manual,1001,150000,Unknown,No,High
Private,Customer Offer,1899,Station Wagon,1995,Manual,60,150000,Diesel,No,High
Private,Customer Offer,650,Station Wagon,1997,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,4800,Compact Car,2006,Manual,55,125000,Gasoline,Unknown,Medium
Private,Customer Offer,4390,Convertible,1999,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,16499,Limousine,2009,Automatic,204,150000,Diesel,Unknown,Medium
Private,Customer Offer,13800,Convertible,1995,Automatic,136,150000,Gasoline,No,High
Private,Customer Offer,5300,Coupe,2002,Automatic,170,150000,Gasoline,Unknown,Medium
Private,Customer Offer,3750,Compact Car,2006,Manual,140,150000,Diesel,Yes,Medium
Private,Customer Offer,6699,Coupe,2000,Automatic,231,150000,Gasoline,No,High
Private,Customer Offer,11500,Compact Car,2016,Manual,69,5000,Gasoline,No,Low
Private,Customer Offer,600,Compact Car,2001,Manual,82,150000,Unknown,Unknown,Medium
Private,Customer Offer,22100,Limousine,2014,Manual,150,30000,Diesel,No,Low
Private,Customer Offer,14490,Limousine,2009,Manual,184,60000,Gasoline,No,Medium
Private,Customer Offer,7800,Bus,2004,Manual,131,150000,Diesel,No,Medium
Private,Customer Offer,12499,Station Wagon,2007,Automatic,179,150000,Diesel,No,Medium
Private,Customer Offer,18900,Coupe,2010,Automatic,265,100000,Gasoline,No,Medium
Private,Customer Offer,800,Bus,2000,Manual,120,150000,Unknown,Yes,High
Private,Customer Offer,1750,Compact Car,1998,Manual,115,150000,Gasoline,No,High
Private,Customer Offer,6400,Limousine,2007,Manual,150,150000,Diesel,Unknown,Medium
Private,Customer Offer,2650,Limousine,1990,Automatic,122,150000,Unknown,Unknown,High
Private,Customer Offer,16550,SUV,2002,Automatic,250,150000,Diesel,No,Medium
Private,Customer Offer,700,Limousine,1996,Manual,122,150000,Gasoline,Unknown,High
Private,Customer Offer,2300,Bus,2004,Manual,65,150000,Diesel,No,Medium
Private,Customer Offer,16450,Compact Car,2012,Automatic,122,50000,Gasoline,Unknown,Low
Private,Customer Offer,1100,Compact Car,2001,Manual,50,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2900,Bus,2000,Automatic,147,150000,Gasoline,No,High
Private,Customer Offer,16950,Limousine,2012,Manual,136,125000,Diesel,No,Low
Private,Customer Offer,1150,Station Wagon,1999,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,5150,Station Wagon,2007,Automatic,105,150000,Diesel,No,Medium
Private,Customer Offer,2100,Coupe,1999,Automatic,170,150000,Gasoline,No,High
Private,Customer Offer,4999,Limousine,2006,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,3500,Compact Car,2004,Manual,90,150000,Gasoline,No,Medium
Private,Customer Offer,5700,Bus,2005,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,6500,Unknown,2004,Unknown,160,80000,Unknown,Unknown,Medium
Private,Customer Offer,1800,Compact Car,2004,Manual,75,150000,Unknown,Unknown,Medium
Private,Customer Offer,2000,Compact Car,2004,Manual,75,100000,Gasoline,Unknown,Medium
Private,Customer Offer,1700,Station Wagon,1999,Automatic,211,150000,Gasoline,No,High
Private,Customer Offer,1750,Convertible,1999,Manual,155,150000,Gasoline,No,High
Private,Customer Offer,1250,Limousine,1993,Automatic,116,150000,LPG,Yes,High
Private,Customer Offer,1699,Limousine,1997,Manual,170,150000,Gasoline,No,High
Private,Customer Offer,5950,Station Wagon,2008,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,3599,Limousine,1998,Manual,211,150000,Gasoline,No,High
Private,Customer Offer,13999,Convertible,2011,Manual,122,70000,Gasoline,No,Low
Private,Customer Offer,11850,Station Wagon,2009,Manual,152,100000,Gasoline,No,Medium
Private,Customer Offer,7990,Convertible,2006,Manual,90,80000,Gasoline,No,Medium
Private,Customer Offer,7990,Coupe,2009,Manual,140,150000,Gasoline,No,Medium
Private,Customer Offer,1590,Unknown,2016,Manual,58,100000,Gasoline,No,Low
Private,Customer Offer,1800,Station Wagon,1999,Manual,150,150000,Diesel,Yes,High
Private,Customer Offer,6999,Convertible,1999,Automatic,197,150000,Gasoline,Unknown,High
Private,Customer Offer,650,Compact Car,2001,Manual,60,150000,Gasoline,No,Medium
Private,Customer Offer,1099,Compact Car,2002,Manual,81,150000,Gasoline,No,Medium
Private,Customer Offer,1050,Compact Car,2001,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,7800,Station Wagon,2007,Manual,230,150000,Unknown,Unknown,Medium
Private,Customer Offer,52990,Limousine,2013,Automatic,313,60000,Diesel,No,Low
Private,Customer Offer,1990,Limousine,1995,Automatic,150,150000,Gasoline,No,High
Private,Customer Offer,17999,Station Wagon,2014,Automatic,136,30000,Hybrid,No,Low
Private,Customer Offer,1500,Station Wagon,2003,Manual,220,150000,Gasoline,Unknown,Medium
Private,Customer Offer,1399,Compact Car,2005,Manual,54,150000,Gasoline,No,Medium
Private,Customer Offer,1700,Limousine,2000,Manual,75,90000,Unknown,No,High
Private,Customer Offer,6390,Coupe,2004,Automatic,250,150000,Gasoline,No,Medium
Private,Customer Offer,2450,Compact Car,2003,Manual,69,125000,Gasoline,No,Medium
Private,Customer Offer,2250,Station Wagon,2004,Manual,145,150000,Gasoline,No,Medium
Private,Customer Offer,7555,Compact Car,2002,Manual,110,70000,Gasoline,No,Medium
Private,Customer Offer,1280,Compact Car,1996,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,5800,Limousine,2006,Automatic,190,150000,Diesel,Unknown,Medium
Private,Customer Offer,7199,Limousine,2006,Manual,150,80000,Gasoline,No,Medium
Private,Customer Offer,990,Station Wagon,1997,Manual,136,150000,Gasoline,No,High
Private,Customer Offer,800,Station Wagon,1998,Automatic,150,150000,Gasoline,No,High
